"density","pH","sulphates","alcohol","quality","Wine_ID"
"0.9934","3.3","0.55","9.3","5","625"
"0.9952","3.3","0.46","11","8","626"
"0.9983","3.3","0.45","9.1","4","627"
"0.9957","3.2","0.62","9.4","6","628"
"0.9957","3.2","0.62","9.4","6","629"
"0.9916","3.2","0.6","10.5","6","630"
"0.9999","3.2","0.42","8.8","5","631"
"0.9999","3.2","0.42","8.8","5","632"
"0.9936","3.3","0.64","10.7","6","633"
"0.9972","3.3","0.42","9.5","5","634"
"0.9933","3.4","0.49","10.9","6","635"
"0.9934","3.5","0.51","10.8","6","636"
"0.9931","3.4","0.46","10.8","7","637"
"0.9976","3.1","0.62","9.2","5","638"
"0.9937","3.3","0.71","10.3","5","639"
"0.9937","3.3","0.71","10.3","5","640"
"0.991","3.3","0.5","11","7","641"
"0.9979","3.3","0.43","9","4","642"
"0.9971","3.4","0.5","10.4","6","643"
"0.9969","3.3","0.45","9.5","5","644"
"0.9968","3.3","0.45","9.5","5","645"
"0.9961","3.2","0.41","9","5","646"
"0.993","3.1","0.57","9.5","4","647"
"0.9973","3.2","0.37","9","6","648"
"0.9944","3.2","0.72","10","5","649"
"0.9986","3.1","0.53","9.1","7","650"
"0.9986","3.1","0.53","9.1","7","651"
"0.9986","3.1","0.53","9.1","7","652"
"0.9986","3.1","0.53","9.1","7","653"
"0.9972","3.3","0.45","9.5","6","654"
"0.9917","3.3","0.75","11.4","7","655"
"0.992","3.1","0.42","12.2","6","656"
"0.9932","3","0.4","11.3","6","657"
"0.9936","3.3","0.44","10.2","5","658"
"0.9915","3.2","0.4","11.3","5","659"
"0.9922","3.2","0.47","10","4","660"
"0.9934","3.2","0.38","9.4","5","661"
"0.9952","3.4","0.5","12.2","7","662"
"0.9972","3.4","0.47","9.2","4","663"
"0.9934","3.2","0.38","9.4","5","664"
"0.9958","3.4","0.52","9.6","6","665"
"0.9944","3.3","0.48","9.5","5","666"
"0.9908","3.4","0.72","12.5","6","667"
"0.9958","3.4","0.52","9.6","6","668"
"0.9925","3.4","0.46","10","6","669"
"0.9966","3.2","0.57","9.3","5","670"
"0.9972","3.1","0.55","9.3","6","671"
"0.9912","3.3","0.57","11.6","6","672"
"0.995","3.4","0.5","12.5","8","673"
"0.9928","3.4","0.63","10.6","6","674"
"0.9968","3.1","0.6","9.4","5","675"
"0.9955","3.2","0.4","9.1","6","676"
"0.9981","3.2","0.41","9","6","677"
"0.991","3.4","0.42","11.8","7","678"
"0.991","3.4","0.42","11.8","7","679"
"0.991","3.4","0.42","11.8","7","680"
"0.992","3.2","0.39","10","5","681"
"0.9931","3.1","0.47","9.7","5","682"
"0.997","3.2","0.44","9.5","6","683"
"0.9948","3.1","0.48","9.4","5","684"
"0.9923","3","0.42","11.2","5","685"
"0.9976","3.3","0.46","9","5","686"
"0.9938","3.3","0.53","10.7","7","687"
"0.9984","3.1","0.67","9","4","688"
"0.9972","3.1","0.5","9.1","6","689"
"0.9922","3.3","0.6","10.8","7","690"
"0.9935","3.3","0.6","10.1","4","691"
"0.9944","3.2","0.62","9.9","6","692"
"0.9942","3.2","0.62","9.8","5","693"
"0.9944","3.2","0.63","9.8","5","694"
"0.9997","3.2","0.66","9.5","6","695"
"0.9977","3.2","0.46","9.5","5","696"
"0.9912","3.2","0.57","11.1","6","697"
"0.9982","3.1","0.6","9.5","5","698"
"0.9982","3.1","0.6","9.5","5","699"
"0.9983","3.1","0.59","9.4","5","700"
"0.998","3.1","0.64","9.7","5","701"
"0.9894","3.4","0.78","13.9","7","702"
"0.9927","3.2","0.45","10.1","4","703"
"0.9917","3.1","0.42","10.5","6","704"
"0.9904","3.4","0.5","12.6","6","705"
"0.993","2.9","0.34","10.9","5","706"
"0.9941","3.2","0.6","10","5","707"
"0.9943","3.1","0.62","11.2","6","708"
"0.99855","3.1","0.48","10","6","709"
"0.99345","3.1","0.46","9.2","5","710"
"0.998","3.4","0.45","9.5","5","711"
"0.9916","3.1","0.5","12.3","6","712"
"0.9916","3.1","0.5","12.3","6","713"
"0.99475","3.3","0.43","10","5","714"
"0.99325","3.4","0.5","10.8","6","715"
"0.9933","3.5","0.71","10.5","7","716"
"0.9969","3.1","0.61","9.2","6","717"
"1.0002","3","0.5","9.1","5","718"
"0.9933","3.5","0.71","10.5","7","719"
"0.9937","3.5","0.5","10.2","7","720"
"0.99685","3","0.45","8.9","5","721"
"0.99455","3.5","0.52","10.4","5","722"
"0.9917","3.4","0.47","11.7","6","723"
"0.99035","3.3","0.44","12.4","8","724"
"0.9914","3.1","0.39","10.9","7","725"
"0.99225","3.2","0.46","10.2","5","726"
"0.99155","3.4","0.66","11.7","7","727"
"0.9954","3","0.59","9.4","5","728"
"0.99455","3.4","0.47","10.5","5","729"
"0.9924","3.1","0.62","9.4","5","730"
"0.99695","3.4","0.56","10.4","6","731"
"0.99655","3.3","0.47","9.5","6","732"
"0.9934","3","0.33","11.1","7","733"
"0.998","3","0.5","9.1","6","734"
"0.9971","3.3","0.61","9.2","5","735"
"0.9948","3.1","0.49","9.6","6","736"
"0.998","3","0.5","9.1","6","737"
"0.9971","3.3","0.61","9.2","5","738"
"0.99215","3.2","0.39","10.8","7","739"
"0.9948","3.1","0.49","9.6","6","740"
"0.9915","3.3","0.37","12.6","3","741"
"0.99115","3.4","0.55","11","6","742"
"0.9932","3.3","0.61","10.2","6","743"
"0.9977","3.3","0.43","9.4","5","744"
"0.99535","3.2","0.43","10","5","745"
"0.99165","3.3","0.55","12.2","6","746"
"0.9953","3.2","0.56","10.5","6","747"
"0.9928","3","0.32","11.5","6","748"
"0.9958","3.3","0.54","9.8","6","749"
"0.9928","3","0.32","11.4","6","750"
"0.9928","3","0.32","11.5","6","751"
"0.9964","3.2","0.55","10.2","6","752"
"0.9987","3.2","0.5","9.4","6","753"
"0.9953","3.2","0.56","10.5","6","754"
"0.9932","3.1","0.5","9.1","5","755"
"0.9907","3.3","0.48","12.2","7","756"
"0.99755","3.4","0.43","9.5","5","757"
"0.99935","3.4","0.85","9.3","6","758"
"0.9932","3.3","0.96","9.8","7","759"
"0.9932","3.3","0.97","9.8","7","760"
"0.9958","3.3","0.54","9.8","6","761"
"0.99585","3.3","0.54","9.8","6","762"
"1.00055","3","0.56","8.7","5","763"
"0.9985","3.4","0.57","10.2","6","764"
"0.99505","3.2","0.69","9.5","6","765"
"0.992","2.9","0.46","11","6","766"
"0.9988","3.1","0.44","9.2","5","767"
"0.99175","3.2","0.6","10.9","6","768"
"0.9962","3.4","0.4","9.3","7","769"
"0.9962","3.4","0.4","9.3","7","770"
"0.9942","3.4","0.46","9.8","7","771"
"0.9927","3.1","0.39","9.3","7","772"
"0.9927","3.1","0.39","9.3","7","773"
"0.99985","3.4","0.45","9.4","5","774"
"0.997","3.2","0.46","10.4","9","775"
"0.9918","3.2","0.58","12.1","6","776"
"0.99215","3","0.56","11","6","777"
"0.99865","3.1","0.53","9","5","778"
"0.9992","3.4","0.82","9.5","7","779"
"1.0006","3.3","0.75","8.8","8","780"
"0.99135","3.4","0.38","11.2","4","781"
"0.99715","3.1","0.61","9.3","6","782"
"0.9992","3.4","0.82","9.5","7","783"
"1.0006","3.3","0.75","8.8","8","784"
"0.99865","3.1","0.53","9","5","785"
"0.99815","3.3","0.3","9.3","6","786"
"0.99815","3.3","0.29","9.2","6","787"
"0.99815","3.3","0.29","9.2","6","788"
"0.9949","3.5","0.45","10","7","789"
"0.99815","3.3","0.3","9.3","6","790"
"0.99815","3.3","0.29","9.2","6","791"
"0.99225","3.4","0.69","10.9","7","792"
"0.99445","3.1","0.56","10","5","793"
"0.99225","3.4","0.69","10.9","7","794"
"0.99335","3","0.52","9.3","5","795"
"0.99625","3.1","0.43","9","5","796"
"0.9971","3","0.58","9.2","6","797"
"0.9983","3.3","0.77","9.6","6","798"
"0.99445","3.4","0.4","9.4","6","799"
"0.99085","3.3","0.58","11.1","8","800"
"0.9977","3.1","0.41","8.9","6","801"
"0.9953","3.2","0.47","9.3","5","802"
"0.99775","3.1","0.53","9.3","5","803"
"0.99795","3.4","0.44","9.8","7","804"
"0.99505","3.2","0.46","9.8","6","805"
"0.9977","3.1","0.41","8.9","6","806"
"0.9975","3.2","0.41","9.6","5","807"
"0.99745","3.2","0.41","9.6","6","808"
"0.9976","3.2","0.38","9","6","809"
"0.99775","3.2","0.43","9.5","6","810"
"0.9953","3.2","0.47","9.3","5","811"
"0.9932","3.2","0.56","9.2","6","812"
"0.99405","3.4","0.5","9.1","7","813"
"1","3.4","0.46","9.5","6","814"
"0.99785","3","0.59","10.5","6","815"
"0.9939","3","0.46","9","5","816"
"0.9939","3.2","0.52","11.7","5","817"
"0.99675","3.2","0.51","9.1","5","818"
"0.9939","3","0.46","9","5","819"
"0.99675","3.2","0.51","9.1","5","820"
"0.98965","3.4","0.61","12.4","9","821"
"0.9971","3","0.58","9.2","6","822"
"0.99445","3.3","0.43","9.4","5","823"
"0.9945","3.3","0.43","9.6","6","824"
"0.9939","3.2","0.52","11.7","5","825"
"0.9958","3.3","0.56","9.8","6","826"
"0.9956","3.3","0.59","10.2","6","827"
"0.99055","3.3","0.48","12.5","9","828"
"0.9959","3.2","0.44","10.9","7","829"
"0.9925","3.2","0.42","11","7","830"
"0.9963","3.7","0.69","10.5","6","831"
"0.9935","3.1","0.62","11.5","4","832"
"0.99105","3.4","0.53","12.8","8","833"
"0.99045","3.2","0.44","12.2","6","834"
"0.9963","3.7","0.69","10.5","6","835"
"0.99155","3.1","0.45","12.8","8","836"
"0.99085","3.3","0.4","11.9","8","837"
"0.99085","3.3","0.4","11.9","8","838"
"0.99085","3.3","0.4","11.9","8","839"
"0.9924","3.2","0.39","12","7","840"
"0.9924","3.2","0.39","12","7","841"
"0.99975","3.1","0.47","8.8","7","842"
"0.99975","3.1","0.47","8.8","7","843"
"0.99315","3.2","0.54","10.8","7","844"
"0.9917","3.3","0.5","11","8","845"
"0.9917","3.3","0.5","11","8","846"
"0.99845","3","0.4","9.3","5","847"
"0.9921","3.1","0.39","10.8","5","848"
"0.99975","3.1","0.47","8.8","7","849"
"0.9909","3.3","0.47","11.5","6","850"
"0.99315","3.2","0.54","10.8","7","851"
"0.99855","3.1","0.54","9.4","5","852"
"0.9934","3.3","0.95","9.5","7","853"
"0.9978","3.1","0.49","8.6","5","854"
"0.9934","3.3","0.95","9.5","7","855"
"0.9949","3.5","0.77","10.3","7","856"
"0.99855","3.1","0.54","9.4","5","857"
"0.9986","3.1","0.52","9.4","5","858"
"0.99725","3.2","0.54","10","7","859"
"0.9946","3.2","0.47","9.4","5","860"
"0.99255","3.2","0.63","10.4","8","861"
"0.9996","3.3","0.75","9.1","7","862"
"0.9939","3.4","0.61","9.9","6","863"
"0.99","3.2","0.5","12.1","6","864"
"0.9937","3.4","0.61","9.9","5","865"
"0.9886","3.1","0.3","12.5","6","866"
"0.9934","3.3","0.95","9.5","7","867"
"1","3.2","0.76","8.5","8","868"
"0.9994","3.3","0.82","9","7","869"
"0.9926","3.2","0.7","10.1","6","870"
"0.9956","3","0.48","9.4","5","871"
"0.9978","3.1","0.49","8.6","5","872"
"0.9915","3.1","0.34","10.7","6","873"
"0.9939","2.9","0.28","9.6","3","874"
"0.9932","3.4","0.39","10.1","5","875"
"0.993","3.2","0.57","10","7","876"
"0.9898","3.3","0.36","12.7","9","877"
"0.9921","3.2","0.38","10.2","6","878"
"0.9932","3.2","0.37","8.9","6","879"
"0.9919","3.4","0.82","11.9","8","880"
"0.993","3.2","0.57","10","7","881"
"0.9953","3.2","0.48","9.9","6","882"
"0.9928","3.1","0.55","11.5","6","883"
"0.9928","3.1","0.55","11.5","6","884"
"0.9976","3.4","0.52","9.8","6","885"
"0.9906","3.4","0.67","12.2","7","886"
"0.9918","3.2","0.51","11.4","6","887"
"0.99185","3.4","0.68","11","7","888"
"0.9918","3.2","0.51","11.4","6","889"
"0.99185","3.4","0.68","11","7","890"
"0.994","3.3","0.63","9.9","6","891"
"0.9908","3.4","0.4","11","7","892"
"0.9928","3.6","0.48","9.4","5","893"
"0.9896","3.1","0.36","12.2","7","894"
"0.9908","3.4","0.4","11","7","895"
"0.9918","3.2","0.53","10.3","6","896"
"0.9952","3.2","0.53","10.5","6","897"
"0.9923","3.1","0.46","10.5","6","898"
"0.9915","3.1","0.49","10.9","6","899"
"0.9952","3.2","0.53","10.5","6","900"
"0.9947","3.3","0.56","11","7","901"
"0.9983","3.3","0.37","9.7","6","902"
"0.9975","3.1","0.4","8.9","5","903"
"0.995","3.2","0.39","9.6","6","904"
"0.9944","3","0.47","8.8","8","905"
"0.994","3.1","0.65","11.1","4","906"
"0.9944","3.1","0.61","10.3","4","907"
"0.9908","3.3","0.43","12.2","8","908"
"0.99795","3.3","0.47","9.8","4","909"
"0.9985","3.1","0.53","8.8","5","910"
"0.99425","3.2","0.63","9.9","5","911"
"0.99425","3.2","0.63","9.9","5","912"
"0.9943","3.2","0.63","9.9","5","913"
"0.9924","3.4","0.35","9.2","5","914"
"0.9946","3.2","0.37","9.5","4","915"
"0.9924","3.4","0.35","9.2","5","916"
"0.995","3.4","0.56","10.3","7","917"
"0.9919","2.9","0.33","11","6","918"
"0.99","3.1","0.39","11.9","6","919"
"0.9923","2.9","0.32","10.2","7","920"
"0.9956","3.6","0.44","9.4","7","921"
"0.9978","3.1","0.44","8.9","6","922"
"0.9978","3.1","0.44","8.9","6","923"
"0.9967","3.2","0.43","10","6","924"
"0.9934","3.5","0.49","10.7","8","925"
"0.9936","3.3","0.43","9.8","5","926"
"0.9932","3.4","0.38","9.3","5","927"
"0.9934","3","0.48","9.5","7","928"
"0.998","3.6","0.47","10","5","929"
"0.9978","3.2","0.51","9","5","930"
"0.9929","3.1","0.4","11.9","7","931"
"0.9974","3.1","0.38","8.9","5","932"
"0.99685","3.2","0.41","10","6","933"
"0.99495","3.3","0.41","9.6","5","934"
"0.99745","3.1","0.38","8.9","5","935"
"0.99505","3.1","0.4","8.9","5","936"
"0.992","3.1","0.41","11.4","5","937"
"0.9978","3.2","0.51","9","5","938"
"0.9956","3.4","0.55","10","6","939"
"0.9982","3.1","0.47","9.6","7","940"
"0.99485","3.1","0.6","9.7","5","941"
"0.9971","3.3","0.53","9.5","6","942"
"0.99265","3.5","0.41","10","7","943"
"0.9904","3.1","0.38","12.2","7","944"
"0.9965","3.3","0.44","8.7","7","945"
"0.9946","3.5","0.44","10.2","7","946"
"0.99965","3","0.43","9.6","5","947"
"0.9935","3","0.36","10","5","948"
"0.996","3.4","0.52","9.5","4","949"
"0.9942","3.2","0.46","11.5","5","950"
"0.9936","3.1","0.38","9.5","5","951"
"0.9965","3.1","0.49","9.8","6","952"
"0.9928","3.2","0.55","10.1","6","953"
"0.9928","3","0.36","10","5","954"
"0.9965","3.1","0.49","9.8","6","955"
"0.9936","3.1","0.38","9.5","5","956"
"0.9938","3.1","0.38","9.5","5","957"
"0.9926","3.4","0.54","10.2","7","958"
"0.9926","3.4","0.54","10.2","7","959"
"0.9983","3","0.42","9","6","960"
"0.9983","3","0.42","9","6","961"
"0.992","3.1","0.57","12.3","7","962"
"0.9983","3","0.42","9","6","963"
"0.9923","3.4","0.51","11.6","6","964"
"0.9972","3.3","0.43","9.5","6","965"
"0.9928","3.2","0.36","11.5","5","966"
"0.9928","3.1","0.37","9.6","6","967"
"0.9994","3.2","0.42","9","6","968"
"0.991","3.3","0.7","12","7","969"
"0.9906","3.3","0.51","11.4","7","970"
"0.9894","3.4","0.36","12.3","7","971"
"0.9898","3.3","0.47","12.6","7","972"
"0.9994","3.2","0.42","9","6","973"
"0.991","3.3","0.7","12","7","974"
"0.9925","3.3","0.9","11.7","6","975"
"0.9956","3.1","0.49","9.2","5","976"
"0.9946","3.5","0.45","10.3","6","977"
"0.9966","3.3","0.49","8.6","5","978"
"0.9951","3.4","0.62","10.7","7","979"
"0.9927","3.1","0.47","9.8","5","980"
"0.9927","3.1","0.46","9.8","6","981"
"0.9951","3.4","0.62","10.7","7","982"
"0.9894","3.5","0.45","12.5","6","983"
"0.9907","3.4","0.45","11.9","6","984"
"0.9925","3.4","0.52","10.8","5","985"
"0.9928","3.4","0.52","10.5","6","986"
"0.9941","3.1","0.48","10.3","6","987"
"0.9941","3.1","0.45","10.3","6","988"
"0.9925","3.4","0.52","10.8","5","989"
"0.9935","3.1","0.38","12","7","990"
"0.9932","3","0.39","10.2","6","991"
"0.9944","3.1","0.62","10.2","4","992"
"0.9972","3.2","0.39","9.9","5","993"
"0.994","3.4","0.47","10.1","4","994"
"0.9956","3.3","0.55","9.5","6","995"
"0.9927","3.1","0.45","10.5","6","996"
"0.9924","3.3","0.63","10.4","5","997"
"0.9966","3.3","0.47","9.5","6","998"
"0.9997","3.1","0.5","9.2","6","999"
"0.9936","3.1","0.54","10.1","7","1000"
"0.9936","3.2","0.45","9.8","7","1001"
"0.9952","3.1","0.46","9.4","5","1002"
"0.9952","3.1","0.45","9.4","6","1003"
"0.9928","3.3","0.48","10.4","7","1004"
"0.9911","3.3","0.55","11.3","6","1005"
"0.993","3.4","0.64","10.8","6","1006"
"0.9911","3.3","0.55","11.3","6","1007"
"0.9932","3.3","0.43","9.3","5","1008"
"0.993","3.4","0.55","10.3","7","1009"
"0.993","3.1","0.39","10.5","6","1010"
"0.9932","3.1","0.75","10.3","6","1011"
"0.9932","3.2","0.66","11.2","7","1012"
"0.9943","3.2","0.41","10.3","6","1013"
"0.9968","3.2","0.5","9.5","5","1014"
"0.9994","3.7","0.43","8.9","5","1015"
"0.9926","3","0.29","10.2","5","1016"
"0.9968","3","0.88","9.2","5","1017"
"0.9932","3.1","0.75","10.3","6","1018"
"0.9916","3","0.31","10.5","6","1019"
"0.9946","3.2","0.62","9.5","6","1020"
"0.9925","3.1","0.49","11.4","7","1021"
"0.9925","3.1","0.49","11.4","7","1022"
"0.9935","3.3","0.37","11.1","8","1023"
"0.9962","3.1","0.38","10.5","6","1024"
"0.9928","3.5","0.7","12","6","1025"
"0.993","3.4","0.51","9.7","6","1026"
"0.993","3.3","0.51","10.2","6","1027"
"0.9956","3.1","0.3","9.5","4","1028"
"0.9941","3.4","0.59","10.4","7","1029"
"0.9972","3.2","0.57","9.3","4","1030"
"0.9948","3.5","0.62","10.5","6","1031"
"0.9955","3.4","0.62","10","6","1032"
"0.9972","3.5","0.64","10.2","6","1033"
"0.9972","3.5","0.64","10.2","6","1034"
"0.9983","2.9","0.74","9.1","3","1035"
"0.9942","3.2","0.67","10.2","6","1036"
"0.9936","3.5","0.88","10.7","5","1037"
"0.9956","3.2","0.56","9.7","5","1038"
"0.9953","3.4","0.52","9.3","7","1039"
"0.9918","3.1","0.74","11","5","1040"
"0.995","3.2","0.71","10.8","4","1041"
"0.992","3","0.56","10.7","5","1042"
"0.9952","3.2","0.45","10.7","4","1043"
"1.001","3","0.4","8.8","5","1044"
"0.9924","3.2","0.48","10.9","7","1045"
"0.9932","3.1","0.45","10.5","5","1046"
"0.9937","3.3","0.45","10","5","1047"
"0.9918","3.1","0.43","10.4","5","1048"
"0.9934","3","0.43","9.2","5","1049"
"0.991","3.3","0.62","12.6","6","1050"
"0.9962","3.1","0.54","9","5","1051"
"0.9932","3","0.39","9.2","6","1052"
"0.9908","3","0.39","11.3","5","1053"
"0.9962","3.1","0.69","10.3","4","1054"
"0.9918","3.1","0.43","10.4","5","1055"
"0.9941","3","0.44","10","5","1056"
"0.9931","3.5","0.47","10.7","6","1057"
"0.9981","3.4","0.47","9","5","1058"
"0.9931","3.5","0.47","10.7","6","1059"
"0.9944","3.3","0.54","8.7","4","1060"
"0.992","3.1","0.72","11.6","7","1061"
"0.9966","3.3","0.55","9.4","5","1062"
"0.9956","3.3","0.68","9.5","5","1063"
"0.9956","3.3","0.67","9.5","5","1064"
"0.9949","3.4","0.7","10.9","6","1065"
"1.0002","3.2","0.5","9.7","5","1066"
"0.9942","3.1","0.45","9.1","6","1067"
"0.9923","3.1","0.49","11.1","7","1068"
"0.9917","3","0.4","12.6","7","1069"
"0.9931","3.4","0.56","11","6","1070"
"0.992","3","0.55","11.3","7","1071"
"1.0002","3.2","0.5","9.7","5","1072"
"0.9953","3","0.4","10.9","7","1073"
"0.9951","3","0.47","10.9","5","1074"
"0.9974","3.2","0.5","9.3","6","1075"
"0.9904","3.2","0.54","12.7","7","1076"
"0.9974","3.4","0.59","10.1","6","1077"
"0.9944","3.2","0.65","10","5","1078"
"1.0004","3.5","0.42","9.8","5","1079"
"0.9952","3.3","0.53","10.1","6","1080"
"0.9956","3.4","0.39","9","7","1081"
"0.995","3.3","0.38","9.4","6","1082"
"0.995","3.3","0.38","9.4","6","1083"
"0.9995","3","0.42","9.2","6","1084"
"0.9942","3.4","0.33","10.1","7","1085"
"0.9977","3.1","0.45","8.6","5","1086"
"0.992","3.6","0.49","11.2","8","1087"
"0.992","3.2","0.42","11.2","8","1088"
"0.9995","3","0.42","9.2","6","1089"
"0.9934","3.2","0.39","10.6","7","1090"
"1.0006","3","0.51","9.3","6","1091"
"0.9982","3.1","0.47","8.9","6","1092"
"0.9928","3.4","0.43","10.6","6","1093"
"0.9945","3.1","0.32","10.6","7","1094"
"0.9963","3.1","0.32","8.8","5","1095"
"0.9906","3.6","0.38","11","8","1096"
"0.9956","3.3","0.37","10.2","6","1097"
"0.9942","3.4","0.33","10.1","7","1098"
"0.9962","3.3","0.34","10.1","6","1099"
"0.9894","3.4","0.79","14","7","1100"
"0.995","3.3","0.38","9.4","6","1101"
"0.9908","3.3","0.43","11.8","6","1102"
"0.9914","3.4","0.53","11.4","5","1103"
"0.9938","3.1","0.42","10.7","5","1104"
"0.9977","3.1","0.45","8.6","5","1105"
"0.9922","3.5","0.49","11.5","7","1106"
"0.992","3.6","0.49","11.2","8","1107"
"0.9903","3.3","0.59","12.6","7","1108"
"0.9893","3.2","0.51","12.6","7","1109"
"0.9952","3","0.46","9.3","4","1110"
"0.9903","3.3","0.59","12.6","7","1111"
"0.9912","3.1","0.61","12.1","6","1112"
"0.9983","3.5","0.44","9.9","6","1113"
"0.9937","3.3","0.44","10.7","5","1114"
"0.9932","3.3","0.32","10","4","1115"
"0.9928","3.1","0.39","10.4","8","1116"
"0.9922","3.3","0.52","10.5","5","1117"
"0.9976","3.3","0.64","9.7","5","1118"
"0.9922","3.3","0.52","10.5","5","1119"
"0.9974","3.3","0.33","9","5","1120"
"0.998","3.5","0.45","9.2","6","1121"
"0.9931","3.2","0.48","10.1","6","1122"
"0.9911","3.4","0.4","11.4","7","1123"
"0.9944","2.9","0.46","10.8","5","1124"
"0.9937","3","0.49","10.9","5","1125"
"0.9974","3.2","0.46","9.2","6","1126"
"0.989","3.1","0.25","12.9","7","1127"
"0.992","3.2","0.32","12","7","1128"
"0.9928","3.3","0.46","9.5","5","1129"
"0.9918","3.1","0.32","11.8","7","1130"
"0.9936","3.2","0.43","9.1","6","1131"
"0.9944","3.2","0.52","9.7","6","1132"
"0.9988","3.2","0.54","9.1","5","1133"
"0.994","3","0.43","10","5","1134"
"0.9953","3.3","0.42","10.4","5","1135"
"0.9986","3.4","0.47","9.5","6","1136"
"0.9914","3.4","0.4","12.3","8","1137"
"0.9934","3.4","0.4","11.7","8","1138"
"0.996","3.1","0.58","9.5","5","1139"
"0.9937","3","0.34","11.5","5","1140"
"0.9921","3.1","0.46","10.6","6","1141"
"0.998","3.2","0.61","10.2","5","1142"
"0.996","3.1","0.58","9.5","5","1143"
"0.9933","3.3","0.45","10.5","5","1144"
"0.9933","3.3","0.44","10.5","5","1145"
"0.9959","3.1","0.41","8.9","5","1146"
"0.9936","3","0.41","10.6","5","1147"
"0.9953","3.2","0.49","9.5","5","1148"
"0.9938","3.2","0.49","10.8","6","1149"
"0.9952","3.1","0.35","9.5","5","1150"
"0.9959","3.1","0.4","8.9","5","1151"
"0.9959","3.1","0.41","8.9","5","1152"
"0.9937","3.3","0.38","9.4","4","1153"
"0.992","3.5","0.35","10.6","6","1154"
"0.9967","3.5","0.44","9","4","1155"
"0.9944","3.4","0.48","10.5","4","1156"
"0.9998","3.2","0.38","9","6","1157"
"0.9998","3.2","0.38","9","6","1158"
"0.9942","3.3","0.38","9.4","6","1159"
"0.9998","3.2","0.38","9","6","1160"
"0.9945","3.3","0.8","9.6","6","1161"
"0.9998","3.2","0.38","9","6","1162"
"0.9946","3.2","0.6","10.2","7","1163"
"0.9942","3.3","0.38","9.4","6","1164"
"0.9928","3.1","0.38","10.4","6","1165"
"0.9946","3.5","0.41","10.4","5","1166"
"0.9927","3.2","0.32","9.5","5","1167"
"0.9938","3.2","0.62","10.6","6","1168"
"0.9918","3.2","0.37","11","5","1169"
"0.9945","3.3","0.8","9.6","6","1170"
"0.9966","3.4","0.5","9.9","6","1171"
"0.9954","3.1","0.34","9.6","5","1172"
"0.9913","3","0.7","12.8","6","1173"
"0.9931","3.4","0.55","11.4","5","1174"
"0.9986","3.4","0.5","10","6","1175"
"0.9965","3","0.44","9.1","5","1176"
"0.9984","3.4","0.5","9.4","7","1177"
"0.9952","3.5","0.54","10.2","6","1178"
"0.9956","3","0.39","9.2","5","1179"
"0.9949","3.2","0.36","9.4","5","1180"
"0.9954","3.1","0.34","9.6","5","1181"
"0.996","3.1","0.36","10.1","6","1182"
"0.9931","3.4","0.55","11.4","5","1183"
"0.992","3.2","0.47","10.6","6","1184"
"0.9912","3.2","0.44","12.8","7","1185"
"0.9978","3.1","0.51","8.9","5","1186"
"0.9938","3.1","0.43","9.3","5","1187"
"0.9914","3.3","0.4","11.1","8","1188"
