"fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","Wine_ID"
"6.4","0.3","0.3","2.25","0.038","8","210","503"
"6.5","0.3","0.29","2.25","0.037","8","210","504"
"7.8","0.18","0.31","12.2","0.053","46","140","505"
"7.8","0.18","0.31","12.2","0.053","46","140","506"
"7.3","0.51","0.26","3.3","0.09","7","135","507"
"6","0.24","0.27","1.9","0.048","40","170","508"
"5.9","0.62","0.28","3.5","0.039","55","152","509"
"6","0.24","0.27","1.9","0.048","40","170","510"
"6.7","0.27","0.12","1.3","0.041","62","138","511"
"7.8","0.34","0.35","1.8","0.042","8","167","512"
"7.3","0.26","0.36","5.2","0.04","31","141","513"
"7.4","0.36","0.33","1.4","0.025","27","55","514"
"7.8","0.28","0.32","9","0.036","34","115","515"
"6.1","0.31","0.26","2.2","0.051","28","167","516"
"6.8","0.18","0.37","1.6","0.055","47","154","517"
"7.4","0.15","0.42","1.7","0.045","49","154","518"
"5.9","0.13","0.28","1.9","0.05","20","78","519"
"7.2","0.34","0.34","12.6","0.048","7","41","520"
"7.9","0.19","0.26","2.1","0.039","8","143","521"
"7.9","0.19","0.26","2.1","0.039","8","143","522"
"6.9","0.25","0.4","1.3","0.038","22","101","523"
"5.8","0.36","0.32","1.7","0.033","22","96","524"
"5.6","0.35","0.37","1","0.038","6","72","525"
"5.9","0.32","0.39","3.3","0.114","24","140","526"
"7.2","0.31","0.46","5","0.04","3","29","527"
"6.1","0.28","0.22","1.8","0.034","32","116","528"
"5.2","0.36","0.02","1.6","0.031","24","104","529"
"5.6","0.19","0.47","4.5","0.03","19","112","530"
"6.4","0.1","0.35","4.9","0.048","31","103","531"
"6.4","0.18","0.48","4","0.186","64","150","532"
"7.4","0.25","0.36","13.2","0.067","53","178","533"
"7.4","0.25","0.36","13.2","0.067","53","178","534"
"7.4","0.25","0.36","13.2","0.067","53","178","535"
"7.9","0.345","0.51","15.3","0.047","54","171","536"
"7.9","0.345","0.51","15.3","0.047","54","171","537"
"7.4","0.25","0.36","13.2","0.067","53","178","538"
"6.1","0.24","0.3","1.5","0.045","22","61","539"
"6.8","0.25","0.24","4.55","0.053","41","211","540"
"6.7","0.31","0.31","9.9","0.04","10","175","541"
"7.2","0.46","0.65","10.4","0.05","76","192","542"
"5.5","0.35","0.35","1.1","0.045","14","167","543"
"6.7","0.24","0.41","8.7","0.036","29","148","544"
"6.8","0.28","0.17","13.9","0.047","49","162","545"
"6.4","0.16","0.22","1.4","0.04","41","149","546"
"6.3","0.26","0.24","7.2","0.039","38","172","547"
"7.7","0.22","0.42","1.9","0.052","10","87","548"
"6.5","0.18","0.31","1.7","0.044","30","127","549"
"7.2","0.46","0.65","10.4","0.05","76","192","550"
"7","0.3","0.51","13.6","0.05","40","168","551"
"9.2","0.25","0.34","1.2","0.026","31","93","552"
"7.8","0.28","0.34","1.6","0.028","32","118","553"
"7","0.3","0.51","13.6","0.05","40","168","554"
"7.8","0.28","0.34","1.6","0.028","32","118","555"
"9.2","0.25","0.34","1.2","0.026","31","93","556"
"8.4","0.35","0.71","12.2","0.046","22","160","557"
"6.1","0.41","0.24","1.6","0.049","16","137","558"
"5.9","0.21","0.24","12.1","0.044","53","165","559"
"7.2","0.34","0.44","4.2","0.047","51","144","560"
"6.7","0.21","0.42","9.1","0.049","31","150","561"
"5.9","0.37","0.1","1.6","0.057","39","128","562"
"7.7","0.34","0.27","8.8","0.063","39","184","563"
"7.4","0.3","0.22","1.4","0.046","16","135","564"
"6.8","0.51","0.3","4.2","0.066","38","165","565"
"7.8","0.22","0.38","10.3","0.059","28","99","566"
"7.2","0.35","0.34","12.4","0.051","6","37","567"
"6","0.26","0.5","2.2","0.048","59","153","568"
"6.1","0.26","0.51","2.2","0.05","61","154","569"
"6.5","0.28","0.27","5.2","0.04","44","179","570"
"7.4","0.41","0.66","10.8","0.051","77","194","571"
"6.5","0.28","0.29","2.7","0.038","26","107","572"
"6.7","0.34","0.54","16.3","0.047","44","181","573"
"7.2","0.2","0.34","2.7","0.032","49","151","574"
"7.4","0.2","0.33","1.9","0.035","39","138","575"
"8.2","0.22","0.3","1.8","0.047","47","185","576"
"8.2","0.23","0.29","1.8","0.047","47","187","577"
"7.1","0.22","0.33","2.8","0.033","48","153","578"
"6.5","0.28","0.29","2.7","0.038","26","107","579"
"6","0.38","0.26","6","0.034","42","134","580"
"7.4","0.41","0.66","10.8","0.051","77","194","581"
"5.7","0.18","0.22","4.2","0.042","25","111","582"
"7.3","0.3","0.22","6.4","0.056","44","168","583"
"7.4","0.24","0.22","10.7","0.042","26","81","584"
"6.6","0.25","0.3","1.6","0.046","32","134","585"
"7.4","0.24","0.22","10.7","0.042","26","81","586"
"7.4","0.26","0.3","7.9","0.049","38","157","587"
"6.1","0.32","0.25","1.7","0.034","37","136","588"
"6.9","0.28","0.27","2.1","0.036","42","121","589"
"7","0.23","0.33","5.8","0.04","25","136","590"
"7.1","0.31","0.5","14.5","0.059","6","148","591"
"7.3","0.2","0.37","1.2","0.037","48","119","592"
"6.9","0.41","0.33","10.1","0.043","28","152","593"
"6.4","0.45","0.07","1.1","0.03","10","131","594"
"6.4","0.475","0.06","1","0.03","9","131","595"
"6.3","0.27","0.38","0.9","0.051","7","140","596"
"6.9","0.41","0.33","10.1","0.043","28","152","597"
"7","0.29","0.37","4.9","0.034","26","127","598"
"5.9","0.27","0.29","11.4","0.036","31","115","599"
"6.9","0.19","0.4","1.4","0.036","14","55","600"
"6.7","0.3","0.35","1.4","0.18","36","160","601"
"7.2","0.24","0.4","1.4","0.045","31","106","602"
"6.4","0.45","0.07","1.1","0.03","10","131","603"
"6.4","0.475","0.06","1","0.03","9","131","604"
"6.3","0.26","0.49","1.5","0.052","34","134","605"
"6.3","0.26","0.49","1.5","0.052","34","134","606"
"7.3","0.25","0.29","7.5","0.049","38","158","607"
"7.3","0.25","0.29","7.5","0.049","38","158","608"
"6.1","0.28","0.25","17.75","0.044","48","161","609"
"7.4","0.37","0.35","5.7","0.061","12","94","610"
"6.5","0.36","0.28","3.2","0.037","29","119","611"
"7.4","0.24","0.4","4.3","0.032","9","95","612"
"7.5","0.23","0.68","11","0.047","37","133","613"
"7.5","0.21","0.68","10.9","0.045","38","133","614"
"7.5","0.21","0.68","10.9","0.045","38","133","615"
"7.5","0.23","0.68","11","0.047","37","133","616"
"7.8","0.32","0.33","2.4","0.037","18","101","617"
"7.8","0.26","0.27","1.9","0.051","52","195","618"
"7.7","0.24","0.27","1.8","0.051","52","190","619"
"7.4","0.19","0.3","1.4","0.057","33","135","620"
"6.5","0.46","0.41","16.8","0.084","59","222","621"
"6.5","0.26","0.43","8.9","0.083","50","171","622"
"5.3","0.32","0.12","6.6","0.043","22","141","623"
"7.2","0.24","0.34","1.1","0.045","3","64","624"
"6","0.36","0.06","1.4","0.066","27","128","625"
"6.2","0.24","0.29","13.3","0.039","49","130","626"
"7.6","0.56","0.12","10.4","0.096","22","177","627"
"7","0.32","0.24","6.2","0.048","31","228","628"
"7","0.32","0.24","6.2","0.048","31","228","629"
"5.8","0.31","0.33","1.2","0.036","23","99","630"
"7","0.23","0.42","18.05","0.05","35","144","631"
"7","0.23","0.42","18.05","0.05","35","144","632"
"6.9","0.24","0.33","4.8","0.04","16","131","633"
"6","0.29","0.2","12.6","0.045","45","187","634"
"6.1","0.17","0.28","4.5","0.033","46","150","635"
"5.9","0.14","0.25","4.5","0.027","34","140","636"
"6.2","0.17","0.28","4.7","0.037","39","133","637"
"7.4","0.28","0.25","11.9","0.053","25","148","638"
"5.6","0.35","0.14","5","0.046","48","198","639"
"5.8","0.335","0.14","5.8","0.046","49","197","640"
"5.6","0.235","0.29","1.2","0.047","33","127","641"
"6.1","0.28","0.25","12.9","0.054","34","189","642"
"6.3","0.21","0.33","13.9","0.046","68","179","643"
"6.4","0.24","0.28","11.5","0.05","34","163","644"
"6.4","0.24","0.29","11.4","0.051","32","166","645"
"6.3","0.26","0.25","7.8","0.058","44","166","646"
"6.5","0.33","0.72","1.1","0.061","7","151","647"
"7.4","0.105","0.34","12.2","0.05","57","146","648"
"6","0.32","0.12","5.9","0.041","34","190","649"
"7.1","0.26","0.34","14.4","0.067","35","189","650"
"7.1","0.26","0.34","14.4","0.067","35","189","651"
"7.1","0.26","0.34","14.4","0.067","35","189","652"
"7.1","0.26","0.34","14.4","0.067","35","189","653"
"5.9","0.24","0.26","12.3","0.053","34","134","654"
"6.5","0.21","0.37","2.5","0.048","70","138","655"
"7.7","0.27","0.35","5.3","0.03","30","117","656"
"9","0.27","0.35","4.9","0.028","27","95","657"
"7.3","0.34","0.21","3.2","0.05","14","136","658"
"6.6","0.27","0.25","3.1","0.052","41","188","659"
"6.8","0.29","0.16","1.4","0.038","122.5","234.5","660"
"7.1","0.28","0.26","1.9","0.049","12","86","661"
"6.8","0.25","0.34","14","0.032","47","133","662"
"7","0.57","0.1","8.3","0.094","23","188","663"
"7.1","0.28","0.26","1.9","0.049","12","86","664"
"7.1","0.17","0.38","7.4","0.052","49","182","665"
"7.8","0.28","0.22","1.4","0.056","24","130","666"
"6.8","0.22","0.37","1.7","0.036","38","195","667"
"7.1","0.17","0.38","7.4","0.052","49","182","668"
"6.1","0.14","0.25","1.3","0.047","37","173","669"
"6.4","0.24","0.5","11.6","0.047","60","211","670"
"7.8","0.42","0.26","9.2","0.058","34","199","671"
"6.6","0.28","0.36","1.7","0.038","22","101","672"
"7.1","0.32","0.34","14.5","0.039","46","150","673"
"6.7","0.31","0.3","2.1","0.038","18","130","674"
"6.4","0.32","0.5","10.7","0.047","57","206","675"
"6.1","0.28","0.25","6.9","0.056","44","201","676"
"5.9","0.29","0.25","12","0.057","48","224","677"
"5.8","0.32","0.38","4.75","0.033","23","94","678"
"5.8","0.32","0.38","4.75","0.033","23","94","679"
"5.7","0.32","0.38","4.75","0.033","23","94","680"
"6.7","0.28","0.14","1.4","0.043","64","159","681"
"6.8","0.34","0.69","1.3","0.058","12","171","682"
"5.9","0.25","0.25","11.3","0.052","30","165","683"
"6.4","0.27","0.32","4.5","0.24","61","174","684"
"8.1","0.46","0.31","1.7","0.052","50","183","685"
"6.2","0.36","0.26","13.2","0.051","54","201","686"
"6.8","0.22","0.35","5.5","0.043","21","114","687"
"6.8","0.67","0.3","13","0.29","22","193","688"
"7.2","0.28","0.3","10.7","0.044","61","222","689"
"6.7","0.17","0.37","2","0.039","34","125","690"
"6.9","0.2","0.34","1.9","0.043","25","136","691"
"6.1","0.36","0.16","6.4","0.037","36","198","692"
"6","0.36","0.16","6.3","0.036","36","191","693"
"5.9","0.37","0.14","6.3","0.036","34","185","694"
"7.6","0.29","0.58","17.5","0.041","51","225","695"
"6.3","0.34","0.28","14.7","0.047","49","198","696"
"6.7","0.19","0.34","1","0.022","22","94","697"
"7.5","0.31","0.51","14.8","0.039","62","204","698"
"7.5","0.31","0.51","14.8","0.039","62","204","699"
"7.4","0.31","0.48","14.2","0.042","62","204","700"
"8.4","0.4","0.7","13.1","0.042","29","197","701"
"5.9","0.34","0.22","2.4","0.03","19","135","702"
"6.6","0.38","0.18","1.2","0.042","20","84","703"
"6.4","0.33","0.28","1.1","0.038","30","110","704"
"5.6","0.25","0.26","3.6","0.037","18","115","705"
"8.6","0.27","0.46","6.1","0.032","13","41","706"
"6.2","0.31","0.21","6.3","0.041","50","218","707"
"7.2","0.18","0.45","4.4","0.046","57","166","708"
"7.7","0.2","0.44","13.9","0.05","44","130","709"
"6.2","0.47","0.21","1","0.044","13","98","710"
"6.1","0.25","0.24","12.1","0.046","51","172","711"
"8.2","0.27","0.43","1.6","0.035","31","128","712"
"8.2","0.27","0.43","1.6","0.035","31","128","713"
"6.4","0.31","0.39","7.5","0.04","57","213","714"
"6","0.39","0.26","2.7","0.038","39","187","715"
"6.2","0.21","0.27","1.7","0.038","41","150","716"
"7.7","0.42","0.31","9.2","0.048","22","221","717"
"7","0.27","0.41","18.75","0.042","34","157","718"
"6.2","0.21","0.27","1.7","0.038","41","150","719"
"7.4","0.29","0.5","1.8","0.042","35","127","720"
"6.6","0.29","0.44","9","0.053","62","178","721"
"6","0.3","0.44","1.5","0.046","15","182","722"
"6.9","0.31","0.34","1.6","0.032","23","128","723"
"6.6","0.33","0.31","1.3","0.02","29","89","724"
"7.8","0.3","0.4","1.8","0.028","23","122","725"
"6.4","0.39","0.21","1.2","0.041","35","136","726"
"6.4","0.24","0.31","2.8","0.038","41","114","727"
"7","0.21","0.34","8","0.057","19","101","728"
"6.4","0.16","0.31","5.3","0.043","42","157","729"
"6","0.33","0.27","0.8","0.185","12","188","730"
"6.5","0.23","0.33","13.8","0.042","25","139","731"
"6.2","0.25","0.48","10","0.044","78","240","732"
"8.8","0.28","0.45","6","0.022","14","49","733"
"6.6","0.25","0.3","14.4","0.052","40","183","734"
"6.9","0.38","0.25","9.8","0.04","28","191","735"
"6.4","0.25","0.3","5.5","0.038","15","129","736"
"6.6","0.25","0.3","14.4","0.052","40","183","737"
"6.9","0.38","0.25","9.8","0.04","28","191","738"
"7.1","0.21","0.31","3.8","0.021","40","142","739"
"6.4","0.25","0.3","5.5","0.038","15","129","740"
"6.9","0.39","0.4","4.6","0.022","5","19","741"
"5.8","0.2","0.3","1.5","0.031","21","57","742"
"7","0.2","0.37","2","0.03","26","136","743"
"5.9","0.26","0.25","12.5","0.034","38","152","744"
"7.4","0.38","0.27","7.5","0.041","24","160","745"
"7.4","0.2","1.66","2.1","0.022","34","113","746"
"7","0.21","0.34","8.5","0.033","31","253","747"
"7.2","0.29","0.4","7.6","0.024","56","177","748"
"6.9","0.18","0.38","8.1","0.049","44","176","749"
"7.3","0.3","0.42","7.35","0.025","51","175","750"
"7.2","0.29","0.4","7.6","0.024","56","177","751"
"6.9","0.2","0.5","10","0.036","78","167","752"
"6.7","0.2","0.42","14","0.038","83","160","753"
"7","0.21","0.34","8.5","0.033","31","253","754"
"5.9","0.35","0.47","2.2","0.11","14","138","755"
"7.1","0.28","0.44","1.8","0.032","32","107","756"
"5.8","0.25","0.28","11.1","0.056","45","175","757"
"6.8","0.22","0.37","15.2","0.051","68","178","758"
"7.1","0.14","0.4","1.2","0.051","55","136","759"
"7.1","0.13","0.4","1.2","0.047","54","134","760"
"6.9","0.18","0.38","8.1","0.049","44","176","761"
"7","0.2","0.38","8.1","0.05","42","173","762"
"6.8","0.24","0.49","19.3","0.057","55","247","763"
"5","0.44","0.04","18.6","0.039","38","128","764"
"6.3","0.3","0.28","5","0.042","36","168","765"
"7.2","0.27","0.42","1.6","0.05","35","135","766"
"6.7","0.5","0.63","13.4","0.078","81","238","767"
"6.8","0.2","0.36","1.6","0.028","7","46","768"
"6.7","0.11","0.34","8.8","0.043","41","113","769"
"6.7","0.11","0.34","8.8","0.043","41","113","770"
"6.8","0.12","0.31","5.2","0.045","29","120","771"
"6.6","0.16","0.57","1.1","0.13","58","140","772"
"6.6","0.21","0.6","1.1","0.135","61","144","773"
"6.1","0.27","0.3","16.7","0.039","49","172","774"
"9.1","0.27","0.45","10.6","0.035","28","124","775"
"6.4","0.225","0.48","2.2","0.115","29","104","776"
"8.3","0.14","0.45","1.5","0.039","18","98","777"
"7.2","0.23","0.19","13.7","0.052","47","197","778"
"6.9","0.22","0.37","15","0.053","59","178","779"
"8.1","0.17","0.44","14.1","0.053","43","145","780"
"6","0.395","0","1.4","0.042","7","55","781"
"7.8","0.29","0.22","9.5","0.056","44","213","782"
"6.9","0.22","0.37","15","0.053","59","178","783"
"8.1","0.17","0.44","14.1","0.053","43","145","784"
"7.2","0.23","0.19","13.7","0.052","47","197","785"
"7.6","0.3","0.27","10.6","0.039","31","119","786"
"7.7","0.34","0.28","11","0.04","31","117","787"
"7.7","0.34","0.28","11","0.04","31","117","788"
"5.8","0.34","0.16","7","0.037","26","116","789"
"7.6","0.3","0.27","10.6","0.039","31","119","790"
"7.7","0.34","0.28","11","0.04","31","117","791"
"5.9","0.24","0.3","2","0.033","28","92","792"
"6.4","0.46","0.08","4.9","0.046","34","144","793"
"5.9","0.24","0.3","2","0.033","28","92","794"
"7.4","0.32","0.27","1.4","0.049","38","173","795"
"7.2","0.31","0.26","7.3","0.05","37","157","796"
"7.8","0.42","0.23","8.8","0.054","42","215","797"
"6.9","0.24","0.33","12.5","0.046","47","153","798"
"5.4","0.18","0.24","4.8","0.041","30","113","799"
"6","0.18","0.31","1.4","0.036","14","75","800"
"7.8","0.27","0.58","11.2","0.036","44","161","801"
"6","0.28","0.49","6.8","0.048","61","222","802"
"6.8","0.39","0.35","11.6","0.044","57","220","803"
"6.6","0.21","0.31","11.4","0.039","46","165","804"
"7.3","0.32","0.34","6.6","0.032","24","112","805"
"7.8","0.27","0.58","11.2","0.036","44","161","806"
"6.4","0.31","0.26","13.2","0.046","57","205","807"
"6.2","0.29","0.26","13.1","0.046","55","204","808"
"6","0.39","0.17","12","0.046","65","246","809"
"6.2","0.3","0.26","13.4","0.046","57","206","810"
"6","0.28","0.49","6.8","0.048","61","222","811"
"6","0.41","0.05","1.5","0.063","17","120","812"
"6.4","0.35","0.28","1.1","0.055","9","160","813"
"6.5","0.26","0.32","16.5","0.045","44","166","814"
"7.9","0.35","0.24","15.6","0.072","44","229","815"
"6.2","0.3","0.17","2.8","0.04","24","125","816"
"8.4","0.18","0.42","5.1","0.036","7","77","817"
"6.6","0.56","0.22","8.9","0.034","27","133","818"
"6.2","0.3","0.17","2.8","0.04","24","125","819"
"6.6","0.56","0.22","8.9","0.034","27","133","820"
"6.6","0.36","0.29","1.6","0.021","24","85","821"
"7.3","0.655","0.2","10.2","0.071","28","212","822"
"6.8","0.18","0.21","5.4","0.053","34","104","823"
"6.7","0.19","0.23","6.2","0.047","36","117","824"
"8.4","0.18","0.42","5.1","0.036","7","77","825"
"7","0.21","0.37","7.2","0.042","36","167","826"
"6.8","0.25","0.38","8.1","0.046","24","155","827"
"7.4","0.24","0.36","2","0.031","27","139","828"
"7.1","0.16","0.36","10.7","0.044","20","90","829"
"7.1","0.16","0.36","1.2","0.043","21","90","830"
"7.3","0.205","0.31","1.7","0.06","34","110","831"
"7.4","0.17","0.4","5.5","0.037","34","161","832"
"7.3","0.3","0.34","2.7","0.044","34","108","833"
"6.9","0.25","0.34","1.3","0.035","27","82","834"
"7.3","0.205","0.31","1.7","0.06","34","110","835"
"7.5","0.42","0.34","4.3","0.04","34","108","836"
"7.3","0.25","0.36","2.1","0.034","30","177","837"
"7.3","0.25","0.36","2.1","0.034","30","177","838"
"7.3","0.25","0.36","2.1","0.034","30","177","839"
"7.5","0.34","0.35","6","0.034","12","126","840"
"7.6","0.33","0.35","6.3","0.036","12","126","841"
"8.7","0.23","0.32","13.4","0.044","35","169","842"
"8.7","0.23","0.32","13.4","0.044","35","169","843"
"6.9","0.19","0.35","1.7","0.036","33","101","844"
"7.3","0.21","0.29","1.6","0.034","29","118","845"
"7.3","0.21","0.29","1.6","0.034","29","118","846"
"6.6","0.22","0.37","15.4","0.035","62","153","847"
"9.2","0.34","0.27","1.2","0.026","17","73","848"
"8.7","0.23","0.32","13.4","0.044","35","169","849"
"6","0.2","0.24","1.8","0.03","30","105","850"
"6.9","0.19","0.35","1.7","0.036","33","101","851"
"8.2","0.38","0.49","13.6","0.042","58","166","852"
"6.9","0.18","0.36","1.3","0.036","40","117","853"
"7.7","0.34","0.58","11.1","0.039","41","151","854"
"6.9","0.18","0.36","1.3","0.036","40","117","855"
"7.4","0.2","0.35","2.1","0.038","30","116","856"
"8.2","0.38","0.49","13.6","0.042","58","166","857"
"8.2","0.4","0.48","13.7","0.042","59","169","858"
"6.7","0.22","0.39","10.2","0.038","60","149","859"
"6.6","0.3","0.3","4.8","0.17","60","166","860"
"8.1","0.27","0.35","1.7","0.03","38","103","861"
"7.3","0.25","0.42","14.2","0.041","57","182","862"
"4.8","0.34","0","6.5","0.028","33","163","863"
"6.2","0.28","0.33","1.7","0.029","24","111","864"
"4.8","0.33","0","6.5","0.028","34","163","865"
"6.1","0.27","0.33","2.2","0.021","26","117","866"
"6.9","0.18","0.36","1.3","0.036","40","117","867"
"7.8","0.18","0.46","12.6","0.042","41","143","868"
"7.3","0.28","0.42","14.4","0.04","49","173","869"
"7.3","0.24","0.29","1.2","0.037","37","97","870"
"6","0.45","0.65","9.7","0.08","11","159","871"
"7.7","0.34","0.58","11.1","0.039","41","151","872"
"6.3","0.26","0.21","4","0.03","24","125","873"
"10.3","0.17","0.47","1.4","0.037","5","33","874"
"7.7","0.15","0.29","1.3","0.029","10","64","875"
"7.1","0.21","0.32","2.2","0.037","28","141","876"
"6.9","0.36","0.34","4.2","0.018","57","119","877"
"6","0.28","0.34","1.6","0.119","33","104","878"
"6.2","0.16","0.54","1.4","0.126","37","110","879"
"6.9","0.12","0.36","2.2","0.037","18","111","880"
"7.1","0.21","0.32","2.2","0.037","28","141","881"
"8.8","0.36","0.44","1.9","0.04","9","121","882"
"7.4","0.26","0.43","6","0.022","22","125","883"
"7.4","0.26","0.43","6","0.022","22","125","884"
"6.8","0.23","0.29","12.2","0.035","38","236","885"
"6.1","0.34","0.27","2.6","0.024","20","105","886"
"7.3","0.26","0.31","1.6","0.04","39","173","887"
"6.5","0.3","0.32","2","0.044","34","90","888"
"7.3","0.26","0.31","1.6","0.04","39","173","889"
"6.5","0.3","0.32","2","0.044","34","90","890"
"5","0.31","0","6.4","0.046","43","166","891"
"5.8","0.26","0.18","1.2","0.031","40","114","892"
